NCT ID,Disease,Drug Name
NCT06574503,Influenza,GP681
NCT06574503,Influenza,GP681 Simulant
NCT06743503,Large B-cell lymphoma,Rapamycin
NCT07110103,Small cell lung carcinoma,golidocitinib with PD-1 inhibitors
NCT06717243,Small cell lung carcinoma,Carboplatin/Cisplatin -Etoposide - Atezolizumab
NCT06792903,Dry eye syndrome,CG101 high dose + artificial tear
NCT06792903,Dry eye syndrome,CG101 low dose + artificial tear
NCT07082803,Lymphoma,TLN-121
NCT07082803,Lymphoma,TLN-254
NCT07082803,Lymphoma,TLN-121
NCT06716203,Type 2 diabetes mellitus,Drug
NCT06716203,Type 2 diabetes mellitus,Drug
NCT06891443,Blindness (disorder),sepofarsen
NCT06686043,Suppressor of tumorigenicity 3,"HPV vaccine, Imiquimod, and metformin combination therapy"
NCT06686043,Vaginal carcinoma,"HPV vaccine, Imiquimod, and metformin combination therapy"
NCT06686043,Vulvar carcinoma,"HPV vaccine, Imiquimod, and metformin combination therapy"
NCT06822790,Hypertriglyceridemia,Plozasiran Injection
NCT07056803,Maturity-onset diabetes of the young type 1,Oral semaglutide
NCT07056803,Maturity-onset diabetes of the young type 1,subcutaneous semaglutide
NCT06695143,Leishmaniasis,Fusidic Acid
NCT06689943,Strabismus,Tylenol
NCT06961643,Diabetes mellitus,HRS-7535 Tables
NCT07129343,Von Willebrand disease (hereditary or acquired),Vonvendi
NCT07129343,Von Willebrand disease (hereditary or acquired),Advate
NCT06777238,Type 2 diabetes mellitus,GZR18
NCT06788743,Diabetes mellitus,TIVA ( anesthesia with propofol and remifentanil)
NCT06788743,Diabetes mellitus,VA（anesthesia with sevoflurane and remifentanil）
NCT06852638,Follicular lymphoma,[18F]F-RESCA-RCCB6
NCT06852638,Follicular lymphoma,[18F]F-RESCA-R8B4
NCT06852638,Follicular lymphoma,[18F]F-RESCA-RD06
NCT06852638,Follicular lymphoma,[68Ga]Ga-NOTA-R8B4
NCT06852638,Follicular lymphoma,[68Ga]Ga-NOTA-RD06
NCT06852638,Follicular lymphoma,[89Zr]Zr-DFO-RB6
NCT06852638,Follicular lymphoma,[89Zr]Zr-DFO-R8B4
NCT06852638,Follicular lymphoma,[89Zr]Zr-DFO-RD06
NCT06852638,Lymphoma,[18F]F-RESCA-RCCB6
NCT06852638,Lymphoma,[18F]F-RESCA-R8B4
NCT06852638,Lymphoma,[18F]F-RESCA-RD06
NCT06852638,Lymphoma,[68Ga]Ga-NOTA-R8B4
NCT06852638,Lymphoma,[68Ga]Ga-NOTA-RD06
NCT06852638,Lymphoma,[89Zr]Zr-DFO-RB6
NCT06852638,Lymphoma,[89Zr]Zr-DFO-R8B4
NCT06852638,Lymphoma,[89Zr]Zr-DFO-RD06
NCT06852638,Mantle cell lymphoma,[18F]F-RESCA-RCCB6
NCT06852638,Mantle cell lymphoma,[18F]F-RESCA-R8B4
NCT06852638,Mantle cell lymphoma,[18F]F-RESCA-RD06
NCT06852638,Mantle cell lymphoma,[68Ga]Ga-NOTA-R8B4
NCT06852638,Mantle cell lymphoma,[68Ga]Ga-NOTA-RD06
NCT06852638,Mantle cell lymphoma,[89Zr]Zr-DFO-RB6
NCT06852638,Mantle cell lymphoma,[89Zr]Zr-DFO-R8B4
NCT06852638,Mantle cell lymphoma,[89Zr]Zr-DFO-RD06
NCT06852638,Nasopharyngeal carcinoma,[18F]F-RESCA-RCCB6
NCT06852638,Nasopharyngeal carcinoma,[18F]F-RESCA-R8B4
NCT06852638,Nasopharyngeal carcinoma,[18F]F-RESCA-RD06
NCT06852638,Nasopharyngeal carcinoma,[68Ga]Ga-NOTA-R8B4
NCT06852638,Nasopharyngeal carcinoma,[68Ga]Ga-NOTA-RD06
NCT06852638,Nasopharyngeal carcinoma,[89Zr]Zr-DFO-RB6
NCT06852638,Nasopharyngeal carcinoma,[89Zr]Zr-DFO-R8B4
NCT06852638,Nasopharyngeal carcinoma,[89Zr]Zr-DFO-RD06
NCT06852638,Renal carcinoma,[18F]F-RESCA-RCCB6
NCT06852638,Renal carcinoma,[18F]F-RESCA-R8B4
NCT06852638,Renal carcinoma,[18F]F-RESCA-RD06
NCT06852638,Renal carcinoma,[68Ga]Ga-NOTA-R8B4
NCT06852638,Renal carcinoma,[68Ga]Ga-NOTA-RD06
NCT06852638,Renal carcinoma,[89Zr]Zr-DFO-RB6
NCT06852638,Renal carcinoma,[89Zr]Zr-DFO-R8B4
NCT06852638,Renal carcinoma,[89Zr]Zr-DFO-RD06
NCT06653738,Nephrolithiasis,empagliflozin
NCT06653738,Urolithiasis,empagliflozin
NCT06740903,Cholecystitis,inj. dexmedetomidine infusion @
NCT06740903,Cholecystitis,inj. lignocaine infusion @1-2 mg/kg/h
NCT07090343,Aortic valve stenosis,Wegovy ®
NCT07090343,Heart failure,Wegovy ®
NCT06967038,Lymphoma,CAR-NK cell
NCT07013838,Takayasu arteritis,deucravacitinib
NCT07013838,Takayasu arteritis,adalimumab
NCT06726538,Female sexual dysfunction,"Intravenous administration of Autologous, adipose-derived mesenchymal stem cells"
NCT06667050,Gastric adenocarcinoma,Chemotherapy plus sintilimab and bevacizumab
NCT06841055,Non-small cell lung carcinoma,BNT327
NCT06841055,Non-small cell lung carcinoma,docetaxel
NCT07114055,Irritable bowel syndrome,ebastine
NCT06715514,Menopause,GLP-1 Receptor Agonist
NCT06715514,Menopause,Menopausal Hormone Therapy
NCT06715514,Type 2 diabetes mellitus,GLP-1 Receptor Agonist
NCT06715514,Type 2 diabetes mellitus,Menopausal Hormone Therapy
NCT06580314,Ovarian carcinoma,bevacizumab
NCT06580314,Ovarian carcinoma,olaparib
NCT06773455,Atopic eczema,tralokinumab
NCT06742255,Bell's palsy,Stellate Ganglion Block
NCT06574555,Cardiac rhythm disease,norepinephrine
NCT06574555,Hypertensive disorder,norepinephrine
NCT06574555,Hypotensive disorder,norepinephrine
NCT06574555,Pain,norepinephrine
NCT06764355,Esophageal squamous cell carcinoma,tislelizumab
NCT06764355,Esophageal squamous cell carcinoma,paclitaxel
NCT06764355,Esophageal squamous cell carcinoma,cisplatin
NCT06740214,Pain,0.5% standard bupivacaine only
NCT06740214,Pain,1.33% liposomal bupivacaine with
NCT06740214,Pain,1.33% liposomal bupivacaine only
NCT07035314,Obstructive sleep apnea syndrome,NSAIDs
NCT07035314,Obstructive sleep apnea syndrome,Control (Standard treatment)
NCT06911255,Hepatocellular carcinoma,Tremelimumab Plus Durvalumab (MEDI4736)
NCT06704555,Follicular lymphoma,Tiselizumab
NCT06704555,Follicular lymphoma,rituximab
NCT06704555,Follicular lymphoma,cyclophosphamide
NCT06704555,Follicular lymphoma,doxorubicin
NCT06704555,Follicular lymphoma,vincristine
NCT06704555,Follicular lymphoma,prednisone
NCT06708455,Melanoma,RAPA-201 Rapamycin Resistant T Cells
NCT06708455,Melanoma,Chemotherapy Prior to RAPA-201 Therapy
NCT07093255,Exudative vitreoretinopathy 1,FLQ-101
NCT07093814,Adult glioblastoma,VRT106
NCT06775314,Acne,Cleanser
NCT06775314,Acne,Combination cream
NCT06775314,Acne,spot cream
NCT06775314,Acne,Adapalene
NCT06971055,Dental caries,Sodium Hypochlorite
NCT06971055,Dental caries,Moringa Oleifera Leaf Extract
NCT06971055,Dental pulp necrosis,Sodium Hypochlorite
NCT06971055,Dental pulp necrosis,Moringa Oleifera Leaf Extract
NCT06780150,Multiple sclerosis,ocrelizumab
NCT06635850,Interstitial lung disease,Mosliciguat
NCT06635850,Pulmonary hypertension,Mosliciguat
NCT06916650,Frozen shoulder,Ultrasound-Guided Intra-articular Corticosteroid Injection
NCT06786650,Migraine disorder,Tenoxicam Injectable Product
NCT06786650,Migraine disorder,ibuprofen
NCT07029555,Rheumatoid arthritis,PIT565
NCT06569355,Obesity disorder,VCT220
NCT06683755,Melanoma,nivolumab
NCT06683755,Melanoma,relatlimab
NCT06683755,Melanoma,ipilimumab
NCT07131514,Malignant pancreatic neoplasm,HRS-4642+AG +Adebrelimab
NCT06881290,Lupus erythematosus,Vunakizumab (IL-17A inhibitor)
NCT07128290,Intrahepatic cholangiocarcinoma,CISGEM + Rilvegostomig
NCT06592703,Multiple sclerosis,Adipose tissue-derived Mesenchymal Stromal Cells
NCT06669403,Sepsis,OPT101
NCT06824103,Graft versus host disease,ruxolitinib
NCT06938503,Malignant pancreatic neoplasm,AG regimen
NCT06938503,Malignant pancreatic neoplasm,Nimotuzumab
NCT06911203,Obesity disorder,BGM0504
NCT06911203,Obesity disorder,tirzepatide
NCT06887803,Myelofibrosis,Roginolisib
NCT06902103,Pain,Nabufine Hydrochloride Injection
NCT06902103,Pain,Nabufine Hydrochloride Injection
NCT06976203,Alzheimer disease,KarXT
NCT06976203,Alzheimer disease,KarX-EC
NCT06738303,Metastatic prostate carcinoma,Cabazitaxel and carboplatin
NCT06738303,Metastatic prostate carcinoma,Lu-PSMA-617
NCT06926543,Invasive breast carcinoma,Chemoradiation
NCT06926543,Invasive breast carcinoma,Chemoradiation
NCT06753864,Osteoporosis,Test (T)
NCT06753864,Osteoporosis,Reference (R)
NCT07098403,Asthma,SHR-1905 Injection
NCT06581003,Traumatic brain injury,oxygen
NCT06581003,Traumatic brain injury,oxygen
NCT06700603,Malignant pancreatic neoplasm,Irinotecan liposome (Nal-IRI) in combination with
NCT06932003,Hidradenitis suppurativa,LT-002-158 Tablets
NCT06698003,Lymphoma,mogamulizumab
NCT06610890,Psoriasis,Hemay005
NCT06610890,Psoriasis,Midazolam maleate
NCT07123090,Nonpapillary renal cell carcinoma,Sasanlimab
NCT07123090,Nonpapillary renal cell carcinoma,palbociclib
NCT07123090,Nonpapillary renal cell carcinoma,axitinib
NCT07123090,Renal carcinoma,Sasanlimab
NCT07123090,Renal carcinoma,palbociclib
NCT07123090,Renal carcinoma,axitinib
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,mRNA-1083 Composition
NCT06864143,COVID-19,Influenza Vaccine
NCT06864143,COVID-19,COVID-19 Vaccine
NCT06864143,COVID-19,Investigational Influenza Vaccine
NCT06864143,COVID-19,Investigational COVID-19 Vaccine Lot A
NCT06864143,COVID-19,Investigational COVID-19 Vaccine Lot B
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,mRNA-1083 Composition
NCT06864143,Influenza,Influenza Vaccine
NCT06864143,Influenza,COVID-19 Vaccine
NCT06864143,Influenza,Investigational Influenza Vaccine
NCT06864143,Influenza,Investigational COVID-19 Vaccine Lot A
NCT06864143,Influenza,Investigational COVID-19 Vaccine Lot B
NCT06643390,Systemic sclerosis,MK-2225
NCT06703190,COVID-19,Pfizer-BioNTech BNT162b2 COVID-19 Vaccinated
NCT06703190,COVID-19,Not vaccinated with
NCT06785090,Cataract,bromfenac
NCT06785090,Cataract,Moxifloxacin
NCT06785090,Cataract,Dexamethasone phosphate
NCT06804603,Obesity disorder,Tradipitant
NCT06605703,Obesity disorder,Bupropion-Naltrexone
NCT06605703,Obesity disorder,Bupropion-Naltrexone-Metformin
NCT07116343,Coronary artery disorder,ropivacaine
NCT07116343,Coronary artery disorder,0.9 % NaCl
NCT06757764,Cerebrovascular disorder,aspirin
NCT06757764,Cerebrovascular disorder,clopidogrel
NCT06757764,Cerebrovascular disorder,cilostazol
NCT07115550,Hepatocellular carcinoma,Iparomlimab and Tuvonralimab Injection (QL1706) in combination with Regorafenib
NCT06675955,Multiple sclerosis,ocrelizumab
NCT06703255,Malignant glioma,HX301+/Temozolomide
NCT06828055,Weight loss,VK2735
NCT06857214,Systemic lupus erythematosus,GNC-038
NCT06954155,Cerebrovascular disorder,Tenecteplase (0.25mg/kg)
NCT06954155,Cerebrovascular disorder,Standard medical treatment
NCT06753955,Autoimmune encephalitis,ART5803
NCT06753955,Autoimmune encephalitis,Intravenous immunoglobulin (IVIG)
NCT06825455,Peritoneum cancer,fludarabine
NCT06825455,Peritoneum cancer,cyclophosphamide
NCT06825455,Peritoneum cancer,B7H3 CAR-γδT cells
NCT06728514,Hypertensive disorder,Inj Bupivacaine
NCT06678555,Carcinoma,lorlatinib
NCT06769555,AL amyloidosis,CM-336 BCMA/CD3 bispecific antibody
NCT06904014,Hepatocellular carcinoma,Sintilimab
NCT06904014,Hepatocellular carcinoma,lenvatinib
NCT07057050,Cerebrovascular disorder,The Botulinum toxin injection
NCT06696755,Bipolar I disorder,Icalcaprant
NCT06696755,Bipolar II disorder,Icalcaprant
NCT07108855,Gastric carcinoma,Indocyanine Green (IC-Green)
NCT06885814,Esophageal squamous cell carcinoma,Adebrelimab
NCT07033455,Hypertrophic cardiomyopathy,HRS-1893
NCT06776055,Cervical carcinoma,HPV-16/18 vaccine
NCT06776055,Cervical squamous intraepithelial neoplasia,HPV-16/18 vaccine
NCT06776055,Human papilloma virus infection,HPV-16/18 vaccine
NCT06776055,Vaginal carcinoma,HPV-16/18 vaccine
NCT06776055,Vulvar carcinoma,HPV-16/18 vaccine
NCT06581055,Myelodysplastic syndrome,luspatercept
NCT06581055,Myelodysplastic syndrome,epoetin alfa
NCT07078955,Dry eye syndrome,BRM421 Ophthalmic Solution
NCT07078955,Dry eye syndrome,BRM421 Ophthalmic Solution
NCT07067255,Ovarian cancer,GPC3 CD146 CAR-T cells
NCT07067255,Ovarian carcinoma,GPC3 CD146 CAR-T cells
NCT06579755,Dengue disease,TDV
NCT06617455,Ductal breast carcinoma in situ,fezolinetant
NCT06666855,Ocular hypertension,DE-117B Eye Drops
NCT06666855,Ocular hypertension,latanoprost
NCT06647550,Type 2 diabetes mellitus,HD-6277
NCT06647550,Type 2 diabetes mellitus,HD-6277
NCT06647550,Type 2 diabetes mellitus,HD-6277
NCT06672055,COVID-19,VXA-CoV2-3.1
NCT06672055,COVID-19,COMIRNATY®
NCT06672055,COVID-19,VXA-CoV2-3.3
NCT07062055,Hepatocellular carcinoma,Anti-VEGF
NCT07062055,Hepatocellular carcinoma,Immunotherapy
NCT07049055,Malignant pancreatic neoplasm,E-EDV-D682
NCT07049055,Malignant pancreatic neoplasm,EDV-GC
NCT07049055,Malignant pancreatic neoplasm,gemcitabine
NCT07049055,Malignant pancreatic neoplasm,Nab paclitaxel.
NCT06644755,Sarcoma,DS-2243a
NCT07000955,Obesity disorder,tirzepatide
NCT07000955,Obesity disorder,IBI362
NCT06767514,Non-small cell lung carcinoma,Ivonescimab Injection
NCT06767514,Non-small cell lung carcinoma,pembrolizumab Injection
NCT06921395,Female infertility,Fang Le Shu (Follitrope)
NCT06921395,Female infertility,Guo Na Fen (Gonal-F)
NCT06965114,Hairy cell leukemia,cladribine
NCT06965114,Hairy cell leukemia,rituximab
NCT06965114,Hairy cell leukemia,tovorafenib
NCT06608914,Osteoarthritis,Nandrolone decanoate
NCT06798714,Atrial fibrillation,NSAID
NCT06798714,Atrial fibrillation,colchicine
NCT06798714,Coronary artery disorder,NSAID
NCT06798714,Coronary artery disorder,colchicine
NCT06693895,Chickenpox,Investigational varicella vaccine
NCT06693895,Chickenpox,Marketed varicella vaccine
NCT06693895,Chickenpox,"Measles, mumps, and rubella vaccine"
NCT06693895,Chickenpox,Hepatitis A vaccine
NCT06693895,Chickenpox,PCV (pneumococcal conjugate vaccine)
NCT06693895,Chickenpox,PCV
NCT06693895,Chickenpox,Vaxneuvance
NCT07030595,End stage renal failure,AP301
NCT07030595,End stage renal failure,Sevelamer carbonate (Renvela®)
NCT07030595,End stage renal failure,AP301 Low Dose
NCT06762314,Diabetes mellitus,Insulin
NCT06762314,Diabetes mellitus,semaglutide
NCT06762314,Diabetes mellitus,empagliflozin
NCT06637514,Phenylketonuria,JNT-517 Tablet
NCT06637514,Phenylketonuria,JNT-517 Tablet
NCT06983795,Ischemic stroke,Medical management
NCT06724614,Androgenetic alopecia,VDPHL01
NCT06597695,Depressive disorder,Ketamine-assisted psychotherapy
NCT06883695,Rheumatoid arthritis,SHR-3045 Injection
NCT06748014,Hemorrhoid,Aescin in Horse Chestnut
NCT06748014,Hemorrhoid,MPFF
NCT07130214,Pulpitis,Biodentine
NCT06645314,Hepatocellular carcinoma,Group A
NCT06645314,Hepatocellular carcinoma,Group B
NCT06585514,Lupus nephritis,CD19 CAR-T cells
NCT06585514,Systemic lupus erythematosus,CD19 CAR-T cells
NCT06770114,Gingivitis,Cetylpyridinium Chloride and Zinc Lactate Mouthwash
NCT06770114,Gingivitis,PhosFlur Mouthwash
NCT07052695,B-cell chronic lymphocytic leukemia,mosunetuzumab
NCT07052695,B-cell chronic lymphocytic leukemia,ibrutinib
NCT07052695,B-cell chronic lymphocytic leukemia,acalabrutinib
NCT07052695,B-cell chronic lymphocytic leukemia,zanubrutinib
NCT07052695,B-cell chronic lymphocytic leukemia,pirtobrutinib
NCT07052695,Leukemia,mosunetuzumab
NCT07052695,Leukemia,ibrutinib
NCT07052695,Leukemia,acalabrutinib
NCT07052695,Leukemia,zanubrutinib
NCT07052695,Leukemia,pirtobrutinib
NCT07052695,Lymphoma,mosunetuzumab
NCT07052695,Lymphoma,ibrutinib
NCT07052695,Lymphoma,acalabrutinib
NCT07052695,Lymphoma,zanubrutinib
NCT07052695,Lymphoma,pirtobrutinib
NCT07087795,Diabetes mellitus,NNC0194-0499
NCT07087795,Diabetes mellitus,semaglutide
NCT07041814,Turner syndrome,Oral estradiol valerate
NCT07041814,Turner syndrome,Transdermal
NCT06590714,Rotator cuff syndrome,Experimental(Acelex cap m2mg)
NCT06590714,Rotator cuff syndrome,Active Comparator(NSAIDs-excluded non-opioid or opioid analgesics)
NCT06705595,Pharyngitis,Tracheo-Spray
NCT06705595,Pharyngitis,Lidocaine Spray on DLT
NCT06926595,Graft versus host disease,Cyclophosphamide (primary intervention for GVHD prophylaxis)
NCT07056595,IgA glomerulonephritis,finerenone
NCT07001995,Small cell lung carcinoma,limertinib
NCT07001995,Small cell lung carcinoma,etoposide and carboplatin
NCT06937203,Diabetes mellitus,ARO-ALK7
NCT06937203,Obesity disorder,ARO-ALK7
NCT06986603,Hypoglycemia,Glucagon for Injection (Fresenius Kabi USA)
NCT06916403,Fibromyalgia,Intravenous Ketamine Infusions
NCT06764303,Paroxysmal nocturnal hemoglobinuria,NTQ5082
NCT07055243,Anemia,mitapivat
NCT06610643,COVID-19,combination therapy
NCT06610643,COVID-19,SOC
NCT06990503,Ovarian cancer,SHR-A1811
NCT06990503,Ovarian cancer,Chemotherapy
NCT07024303,Autism,Psychotropic medication (at discretion of psychiatrist)
NCT06777303,Periodontitis,curcurmin loaded on chitosan nano-particles
NCT06777303,Periodontitis,hyaluronic acid loaded on chitosan nano-particles
NCT06777303,Periodontitis,chitosan nano-particles
NCT06795503,Triple-negative breast carcinoma,Docetaxel plus cyclophosphamide
NCT06795503,Triple-negative breast carcinoma,"Epirubicin, cyclophosphamide plus paclitaxel"
NCT07007143,Mitral valve insufficiency,Experimental: Aspirin monotherapy
NCT07007143,Mitral valve insufficiency,Active Comparator: Aspirin+Clopidogrel
NCT06784843,Cataract,Dexmedetomidine as an adjuvant to local anesthesia for peribulbar block
NCT06784843,Cataract,Midazolam as an adjuvant to local anesthesia for peribulbar block
NCT07085143,Depressive disorder,Compound Ciwujia Granules
NCT06773143,Insomnia,Esketamine at low dose
NCT06738043,Obesity disorder,Dexmedetomidine infusion
NCT06738043,Obesity disorder,Ketamine infusion
NCT07057843,Malignant pancreatic neoplasm,Enteral Nutrition Emulsion
NCT06622603,Gout,febuxostat
NCT06922903,Prostate cancer,INR101
NCT06752850,Hemophilia,"antihemophilic factor (recombinant), Fc-VWF-XTEN fusion protein"
NCT06737250,Primary central nervous system lymphoma,R2P -> RP
NCT07082855,Retinitis pigmentosa,Minocycline
NCT07082855,Retinitis pigmentosa,Minocycline
NCT06782555,Metastatic prostate carcinoma,Evofosfamide
NCT06782555,Metastatic prostate carcinoma,Zalifrelimab
NCT06782555,Metastatic prostate carcinoma,Balstilimab
NCT07103655,Hypertrophic cardiomyopathy,mavacamten
NCT07103655,Hypertrophic cardiomyopathy,"Beta Blocker (BB) - metoprolol, bisoprolol, carvedilol"
